Id_comercio,Fecha de creacion comercio,Fecha 1ra_transaccion,Categoria comercio,Sub Categoria comercio,Ciudad,cant_terminales,Monto ventas Acumulado,Monto ventas ultimo mes,meses_antiguedad_creacion_comercio,meses_antiguedad_transacciones,transacciones_6m,meses_activos,ultima_actividad,transacciones_ultimo_mes,transacciones_por_mes_activo,recencia,M_score,F_score,R_score,RFM_score,segmento_rfm
1C0G3LQO7U,2021-03-29 15:50:00,2021-03-29 16:21:00,Servicios,Medicina / Odontología,Bogotá  D.C.,1,6786950,3015600,2,2.0,19,3,2021-05-01,6,6.333333333333333,0,5,4,5,4.666666666666667,Alto valor
1C9EUDWN8H,2021-03-23 13:00:00,2021-03-23 13:10:00,Comercio detallista,Óptica,Soacha,1,5701000,3428000,2,2.0,6,2,2021-04-01,0,3.0,1,4,2,4,3.3333333333333335,Estándar
1CJNR6C2GO,2021-02-19 15:43:00,2021-02-19 15:55:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,178400,0,3,3.0,2,2,2021-05-01,1,1.0,0,2,1,5,2.6666666666666665,Nuevos o bajo desarrollo
1CV0E286PF,2021-03-17 12:36:00,2021-03-17 12:45:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,3728810,336000,2,2.0,20,3,2021-05-01,3,6.666666666666667,0,4,4,5,4.333333333333333,Alto valor
1D0B1S8HZQ,2021-03-26 15:10:00,2021-03-26 15:33:00,Alimentos y bebidas,Otro,Bogotá  D.C.,1,42000,0,2,2.0,5,2,2021-04-01,0,2.5,1,1,2,4,2.3333333333333335,Nuevos o bajo desarrollo
1D4OV5BIO5,2021-03-18 09:58:00,2021-03-18 10:20:00,Comercio detallista,Artesanías,Bogotá  D.C.,1,322000,128000,2,2.0,7,2,2021-05-01,3,3.5,0,2,2,5,3.0,Nuevos o bajo desarrollo
1D7VETOWRX,2021-01-18 12:54:00,2021-01-18 13:07:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,5925060,1395700,4,4.0,14,5,2021-05-01,7,2.8,0,4,3,5,4.0,Estándar
1D9EHDLTAH,2021-03-24 12:33:00,2021-03-24 12:52:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,1484000,850000,2,2.0,9,3,2021-05-01,3,3.0,0,3,3,5,3.6666666666666665,Estándar
1E5QG3X0C5,2021-01-04 17:15:00,2021-01-04 17:28:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,2000,0,4,4.0,1,1,2021-01-01,0,1.0,4,1,1,1,1.0,Baja actividad
1FAIK8EKN6,2021-03-16 12:46:00,2021-03-18 07:57:00,Servicios,Otro,Bogotá  D.C.,1,20000,0,2,2.0,4,2,2021-05-01,2,2.0,0,1,2,5,2.6666666666666665,Nuevos o bajo desarrollo
1FC5TONKZ6,2021-03-03 14:55:00,2021-03-03 15:07:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,623000,0,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,2,2,5,3.0,Nuevos o bajo desarrollo
1FCHBWH80R,2021-03-03 13:56:00,2021-03-03 14:06:00,Comercio detallista,Otro,Bogotá  D.C.,1,2070000,250000,2,2.0,11,3,2021-05-01,4,3.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
1FSV6PBJWF,2021-03-09 11:26:00,2021-03-09 11:42:00,Comercio detallista,Venta de bicicletas y accesorios,Sibaté,1,1133000,0,2,2.0,9,3,2021-05-01,2,3.0,0,3,3,5,3.6666666666666665,Estándar
1GFSP8V2WU,2021-02-06 13:02:00,2021-02-06 13:12:00,Servicios,Otro,Bogotá  D.C.,1,3684000,700000,3,3.0,10,3,2021-05-01,1,3.3333333333333335,0,4,3,5,4.0,Estándar
1GJLCJECTO,2021-03-12 12:37:00,2021-03-12 12:44:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1592000,170000,2,2.0,10,3,2021-05-01,1,3.3333333333333335,0,3,3,5,3.6666666666666665,Estándar
1GR5GDELCO,2021-03-24 15:12:00,2021-03-24 15:21:00,Belleza y cuidado personal,Salón de belleza,Cali,1,1936000,300000,2,2.0,18,3,2021-05-01,2,6.0,0,3,4,5,4.0,Estándar
1GV16OSCLA,2021-03-25 12:09:00,2021-03-25 12:17:00,Comercio detallista,Elementos del hogar,Soacha,1,4942000,1370000,2,2.0,8,3,2021-05-01,2,2.6666666666666665,0,4,3,5,4.0,Estándar
1I5GJ9M988,2021-03-29 15:50:00,2021-03-29 15:58:00,Comercio detallista,Óptica,Bogotá  D.C.,1,2383000,0,2,2.0,7,3,2021-05-01,3,2.3333333333333335,0,3,2,5,3.3333333333333335,Estándar
1IASIAUHHJ,2021-03-12 11:31:00,2021-03-12 12:13:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,2369000,315000,2,2.0,20,3,2021-05-01,6,6.666666666666667,0,3,4,5,4.0,Estándar
1IDHRNT5X6,2021-03-24 13:47:00,2021-03-24 14:19:00,Alimentos y bebidas,Licores,Cali,1,5010200,739700,2,2.0,167,3,2021-05-01,109,55.666666666666664,0,4,5,5,4.666666666666667,Alto valor
1IFJTRPV9R,2021-03-09 12:07:00,2021-03-09 12:23:00,Servicios,Diseño / Fotografía,Bogotá  D.C.,1,697000,0,2,2.0,4,2,2021-05-01,1,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
1IHNGXFUM9,2021-03-11 19:08:00,2021-03-11 19:22:00,Comercio detallista,Tienda de deportes,Bogotá  D.C.,1,2968000,368000,2,2.0,13,3,2021-05-01,5,4.333333333333333,0,4,3,5,4.0,Estándar
1JZCALZ45V,2021-03-11 13:03:00,2021-03-11 13:13:00,Servicios,Veterinaria,Sibaté,1,641000,296000,2,2.0,3,1,2021-03-01,0,3.0,2,2,1,3,2.0,Estándar
1K15DOPTWA,2021-03-06 11:36:00,2021-03-06 11:49:00,Comercio detallista,Floristería,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
1K5Y5MXU5B,2021-03-16 15:51:00,2021-03-16 16:05:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1314000,750000,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,3,2,5,3.3333333333333335,Estándar
1K84HJGD45,2021-03-12 11:33:00,2021-03-12 11:46:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,655000,0,2,2.0,3,2,2021-04-01,0,1.5,1,2,1,4,2.3333333333333335,Nuevos o bajo desarrollo
1KDUK7LEUV,2020-12-28 15:57:00,2020-12-28 16:20:00,Comercio detallista,Óptica,Bogotá  D.C.,1,27422000,1110000,5,5.0,77,6,2021-05-01,21,12.833333333333334,0,5,5,5,5.0,Alto valor
1KN3L6Z878,2021-03-19 17:31:00,2021-03-19 17:38:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,18288800,2809800,2,2.0,59,3,2021-05-01,28,19.666666666666668,0,5,5,5,5.0,Alto valor
1KQ92VPKRS,2021-03-10 15:20:00,2021-03-10 15:30:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,1533800,0,2,2.0,11,3,2021-05-01,4,3.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
1KWDUSX8BR,2021-02-24 13:42:00,2021-02-24 13:54:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,2714000,280000,3,3.0,13,3,2021-05-01,3,4.333333333333333,0,4,3,5,4.0,Estándar
1L0O3IFQRZ,2021-03-24 10:01:00,2021-03-24 10:41:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,52000,0,2,2.0,2,2,2021-04-01,0,1.0,1,1,1,4,2.0,Nuevos o bajo desarrollo
1L2TFG5YLT,2021-01-26 12:44:00,2021-01-26 13:09:00,Comercio detallista,Otro,Soacha,1,12850600,1238350,4,4.0,109,5,2021-05-01,20,21.8,0,5,5,5,5.0,Alto valor
1L2XH0PNHH,2021-03-16 12:44:00,2021-03-16 12:58:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,4322000,898500,2,2.0,26,3,2021-05-01,13,8.666666666666666,0,4,4,5,4.333333333333333,Alto valor
1L48T9NLTX,2021-03-30 11:53:00,2021-03-30 12:19:00,Comercio detallista,Tecnología,Mosquera,1,210000,0,2,2.0,7,3,2021-05-01,4,2.3333333333333335,0,2,2,5,3.0,Nuevos o bajo desarrollo
1L6S9K57EG,2021-02-23 18:33:00,2021-02-23 21:54:00,Servicios,Tecnología y software,Bogotá  D.C.,1,1577000,0,3,3.0,2,1,2021-02-01,0,2.0,3,3,1,2,2.0,Estándar
1LJKQX0OTN,2020-12-23 15:18:00,2020-12-23 15:27:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2000,0,5,5.0,1,1,2020-12-01,0,1.0,5,1,1,1,1.0,Baja actividad
1LPWV3VHIG,2021-03-23 12:09:00,2021-03-23 12:39:00,Reparación y limpieza,Lavandería,Bogotá  D.C.,1,2035600,0,2,2.0,6,2,2021-04-01,0,3.0,1,3,2,4,3.0,Estándar
1LZW76ZGZF,2021-03-28 12:34:00,2021-03-28 12:49:00,Comercio detallista,Elementos del hogar,Bogotá  D.C.,1,9644000,2454000,2,2.0,66,3,2021-05-01,37,22.0,0,5,5,5,5.0,Alto valor
1NBQOVPEDC,2021-03-17 11:40:00,2021-03-17 11:55:00,Belleza y cuidado personal,Centro de tatuajes,Bogotá  D.C.,1,1025000,110000,2,2.0,15,3,2021-05-01,5,5.0,0,3,4,5,4.0,Estándar
1NG9C7IRS1,2021-03-10 12:26:00,2021-03-10 12:42:00,Servicios,Tecnología y software,Bogotá  D.C.,1,1393750,0,2,2.0,12,3,2021-05-01,3,4.0,0,3,3,5,3.6666666666666665,Estándar
1NHGXNA6L4,2021-03-23 14:43:00,2021-03-23 14:57:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1916000,599000,2,2.0,14,3,2021-05-01,8,4.666666666666667,0,3,3,5,3.6666666666666665,Estándar
1NREY42L3I,2020-12-06 19:07:00,2020-12-06 19:34:00,Servicios,Medicina / Odontología,Bogotá  D.C.,1,12000,10000,5,5.0,1,1,2020-12-01,0,1.0,5,1,1,1,1.0,Baja actividad
1O2INIFIO7,2021-01-15 11:09:00,2021-01-15 11:25:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,2297000,0,4,4.0,5,3,2021-04-01,0,1.6666666666666667,1,3,2,4,3.0,Estándar
1OLQDXWGRN,2021-03-26 09:28:00,2021-03-26 09:39:00,Comercio detallista,Óptica,Bogotá  D.C.,1,6992000,3110000,2,2.0,15,3,2021-05-01,7,5.0,0,5,4,5,4.666666666666667,Alto valor
1PA0EIWUGO,2021-03-03 15:12:00,2021-03-03 15:24:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,7016109,3481000,2,2.0,21,3,2021-05-01,8,7.0,0,5,4,5,4.666666666666667,Alto valor
1PUJ3XYX4M,2021-03-02 13:58:00,2021-03-05 11:20:00,Comercio detallista,Mascotas,Bogotá  D.C.,1,788250,55000,2,2.0,11,3,2021-05-01,2,3.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
1Q6QJR9AG3,2021-03-04 13:49:00,2021-03-04 14:08:00,Servicios,Otro,Bogotá  D.C.,1,5576196,2026637,2,2.0,16,3,2021-05-01,6,5.333333333333333,0,4,4,5,4.333333333333333,Alto valor
1QDSWQ6VQ5,2021-03-11 12:20:00,2021-03-11 12:34:00,Reparación y limpieza,Moda / Zapatería,Bogotá  D.C.,1,2098000,1271000,2,2.0,6,3,2021-05-01,2,2.0,0,3,2,5,3.3333333333333335,Estándar
1QVT4INTZ2,2020-08-01 08:08:00,2021-02-05 10:02:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,4000,0,9,3.0,2,1,2021-02-01,0,2.0,3,1,1,2,1.3333333333333333,Baja actividad
1RR8D0M054,2021-03-09 10:26:00,2021-03-09 10:37:00,Comercio detallista,Farmacia,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
1SF607C71I,2021-03-02 19:09:00,2021-03-02 19:16:00,Comercio detallista,Elementos de seguridad,Bogotá  D.C.,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
1SFVLT3KOI,2021-02-25 19:08:00,2021-02-25 19:17:00,Comercio detallista,Otro,Bogotá  D.C.,1,1020823,212823,3,3.0,20,4,2021-05-01,7,5.0,0,3,4,5,4.0,Estándar
1SMS355DPI,2020-12-19 13:01:00,2020-12-19 13:10:00,Comercio detallista,Muebles / Decoración,Soacha,1,9349000,298000,5,5.0,21,6,2021-05-01,7,3.5,0,5,4,5,4.666666666666667,Alto valor
1SNDS7EB7P,2021-03-12 14:44:00,2021-03-12 14:53:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,3372100,222700,2,2.0,30,3,2021-05-01,17,10.0,0,4,5,5,4.666666666666667,Alto valor
1T1H62ZZGO,2021-02-08 13:52:00,2021-02-08 14:07:00,Comercio detallista,Libros / Papelería,Bogotá  D.C.,1,410000,0,3,3.0,6,1,2021-02-01,0,6.0,3,2,2,2,2.0,Baja actividad
1TEU1KM5F0,2021-03-23 12:46:00,2021-05-22 13:35:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1623400,1283400,2,0.0,3,2,2021-05-01,2,1.5,0,3,1,5,3.0,Estándar
1TSATMXN7W,2021-03-16 16:14:00,2021-05-20 17:20:00,Comercio detallista,Tecnología,Soacha,1,269000,0,2,0.0,5,1,2021-05-01,5,5.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
1U3NT9DH0E,2021-02-26 17:59:00,2021-02-26 18:07:00,Servicios,Otro,Bogotá  D.C.,1,292000,0,3,3.0,6,3,2021-05-01,2,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
1UI6EAYNF1,2021-03-08 20:59:00,2021-03-08 21:09:00,Servicios,Otro,Bogotá  D.C.,1,2000,0,2,2.0,4,2,2021-05-01,1,2.0,0,1,2,5,2.6666666666666665,Nuevos o bajo desarrollo
1VC1C5HO5C,2021-02-26 15:05:00,2021-02-26 15:16:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,5585000,510000,3,3.0,21,4,2021-05-01,4,5.25,0,4,4,5,4.333333333333333,Alto valor
1VF1MO6LTV,2021-03-03 10:49:00,2021-03-14 14:06:00,Comercio detallista,Ropa / Accesorios,Choachí,1,146000,0,2,2.0,2,2,2021-05-01,1,1.0,0,1,1,5,2.3333333333333335,Nuevos o bajo desarrollo
1WTH8TVU4E,2021-03-18 11:29:00,2021-03-18 11:42:00,Servicios,Tecnología y software,Bogotá  D.C.,1,3624000,1547000,2,2.0,24,3,2021-05-01,19,8.0,0,4,4,5,4.333333333333333,Alto valor
1X2I61HP5J,2021-03-23 08:38:00,2021-03-23 09:25:00,Comercio detallista,Otro,Bogotá  D.C.,1,5468000,620000,2,2.0,16,3,2021-05-01,7,5.333333333333333,0,4,4,5,4.333333333333333,Alto valor
1XJJT62SFH,2021-02-16 17:44:00,2021-02-16 17:58:00,Comercio detallista,Muebles / Decoración,Bogotá  D.C.,1,3882400,925000,3,3.0,10,4,2021-05-01,4,2.5,0,4,3,5,4.0,Estándar
1XPC927A39,2021-03-12 11:29:00,2021-03-12 11:49:00,Alimentos y bebidas,Bar / Club / Discoteca,Bogotá  D.C.,1,33846000,7017000,2,2.0,151,3,2021-05-01,69,50.333333333333336,0,5,5,5,5.0,Alto valor
1Y5ZXTTI91,2021-03-09 11:50:00,2021-03-09 12:03:00,Reparación y limpieza,Automotriz y autopartes,Bogotá  D.C.,1,537000,179000,2,2.0,2,1,2021-03-01,0,2.0,2,2,1,3,2.0,Estándar
1YGJB6PF5R,2021-03-18 16:10:00,2021-03-18 16:25:00,Belleza y cuidado personal,Distribuidora,Bogotá  D.C.,1,11857750,3681950,2,2.0,180,3,2021-05-01,121,60.0,0,5,5,5,5.0,Alto valor
1YVD9CL8WS,2021-03-04 18:20:00,2021-03-04 18:35:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,64000,0,2,2.0,2,1,2021-03-01,0,2.0,2,1,1,3,1.6666666666666667,Estándar
1ZLGO6WDLG,2021-03-16 15:34:00,2021-03-16 15:51:00,Reparación y limpieza,Automotriz y autopartes,El Rosal,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
20TV4VP1TT,2021-03-05 15:16:00,2021-03-05 15:24:00,Comercio detallista,Óptica,Bogotá  D.C.,1,6621000,437000,2,2.0,36,3,2021-05-01,12,12.0,0,5,5,5,5.0,Alto valor
22CIJ80VMV,2021-03-16 18:34:00,2021-03-16 18:52:00,Servicios,Otro,Bogotá  D.C.,1,858500,0,2,2.0,9,3,2021-05-01,3,3.0,0,2,3,5,3.3333333333333335,Estándar
22IXTO9KHH,2021-03-24 17:42:00,2021-03-24 18:04:00,Turismo y entretenimiento,Entretenimiento,Bogotá  D.C.,1,4000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
22NBH4WHID,2021-02-18 15:59:00,2021-02-18 16:09:00,Educación,Talleres / Cursos / Capacitaciones,Soacha,1,10071000,765000,3,3.0,14,4,2021-05-01,2,3.5,0,5,3,5,4.333333333333333,Estándar
22RKIIGPS5,2021-03-29 16:59:00,2021-03-29 17:07:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2519809,90000,2,2.0,5,3,2021-05-01,2,1.6666666666666667,0,3,2,5,3.3333333333333335,Estándar
234W3WJU8T,2021-03-09 15:05:00,2021-03-09 15:23:00,Belleza y cuidado personal,Suplementos,Bogotá  D.C.,1,261000,0,2,2.0,4,2,2021-05-01,2,2.0,0,2,2,5,3.0,Nuevos o bajo desarrollo
240CP4FGXZ,2021-03-11 13:01:00,2021-04-04 18:04:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2752000,1456000,2,1.0,2,2,2021-04-01,0,1.0,1,4,1,4,3.0,Estándar
24A2ORQNU4,2021-03-15 16:49:00,2021-03-15 17:03:00,Comercio detallista,Tienda de deportes,Bogotá  D.C.,1,6686600,1520000,2,2.0,20,3,2021-05-01,10,6.666666666666667,0,5,4,5,4.666666666666667,Alto valor
24CAY40QRW,2021-03-05 12:34:00,2021-03-07 08:31:00,Comercio detallista,Floristería,Cali,1,1481000,0,2,2.0,5,1,2021-03-01,0,5.0,2,3,2,3,2.6666666666666665,Estándar
25GQ1IEDF6,2021-03-18 14:43:00,2021-03-18 14:57:00,Comercio detallista,Farmacia,Bogotá  D.C.,1,4900,0,2,2.0,3,2,2021-04-01,0,1.5,1,1,1,4,2.0,Nuevos o bajo desarrollo
266OCTDJC5,2021-02-09 15:24:00,2021-02-11 12:12:00,Servicios,Logística,Fusagasugá,2,9210,0,3,3.0,6,1,2021-02-01,0,6.0,3,1,2,2,1.6666666666666667,Baja actividad
26VQEEUAYZ,2021-02-06 15:50:00,2021-02-06 16:01:00,Comercio detallista,Óptica,Bogotá  D.C.,1,11716000,5590000,3,3.0,21,4,2021-05-01,16,5.25,0,5,4,5,4.666666666666667,Alto valor
27X939KH2P,2021-03-18 09:50:00,2021-03-18 10:01:00,Belleza y cuidado personal,Estilista independiente,Bogotá  D.C.,1,5862500,979000,2,2.0,69,3,2021-05-01,28,23.0,0,4,5,5,4.666666666666667,Alto valor
28CJK7BPIZ,2021-03-03 13:07:00,2021-03-03 13:21:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,3486200,772200,2,2.0,18,3,2021-05-01,6,6.0,0,4,4,5,4.333333333333333,Alto valor
28F16D8XJP,2021-02-12 18:49:00,2021-02-16 12:54:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,441700,0,3,3.0,9,4,2021-05-01,3,2.25,0,2,3,5,3.3333333333333335,Estándar
28XIG04G8Y,2021-03-09 18:01:00,2021-03-09 18:11:00,Reparación y limpieza,Reparaciones locativas,Bogotá  D.C.,1,66200,0,2,2.0,2,2,2021-05-01,1,1.0,0,1,1,5,2.3333333333333335,Nuevos o bajo desarrollo
292TCS46SV,2021-03-27 10:41:00,2021-03-27 10:59:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,386000,85000,2,2.0,8,3,2021-05-01,2,2.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
297I2RLVX9,2021-03-19 13:10:00,2021-03-19 13:31:00,Comercio detallista,Auto partes,Chía,1,2000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
29JITR3157,2021-03-29 15:40:00,2021-03-29 16:33:00,Servicios,Tecnología y software,Bogotá  D.C.,1,5938550,459000,2,2.0,29,3,2021-05-01,14,9.666666666666666,0,4,4,5,4.333333333333333,Alto valor
2AB8VAXTIA,2021-03-18 15:39:00,2021-03-18 15:51:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,468000,0,2,2.0,2,2,2021-05-01,1,1.0,0,2,1,5,2.6666666666666665,Nuevos o bajo desarrollo
2AEBS0XD5V,2021-03-19 16:00:00,2021-03-19 16:19:00,Comercio detallista,Ropa / Accesorios,Villa de San Diego de Ubate,1,490000,0,2,2.0,2,2,2021-05-01,1,1.0,0,2,1,5,2.6666666666666665,Nuevos o bajo desarrollo
2AFTAVL7GG,2021-03-03 16:50:00,2021-03-03 16:58:00,Servicios,Otro,Bogotá  D.C.,1,287000,0,2,2.0,2,1,2021-03-01,0,2.0,2,2,1,3,2.0,Estándar
2AGCQ7ZXCB,2021-03-09 12:45:00,2021-03-09 13:10:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,387000,55000,2,2.0,4,3,2021-05-01,1,1.3333333333333333,0,2,2,5,3.0,Nuevos o bajo desarrollo
2B2BS44MT7,2020-12-23 12:16:00,2020-12-23 12:28:00,Servicios,Otro,Bogotá  D.C.,1,17881000,0,5,5.0,103,6,2021-05-01,9,17.166666666666668,0,5,5,5,5.0,Alto valor
2B9M4G0UZ7,2021-03-19 18:32:00,2021-03-19 18:43:00,Comercio detallista,Tecnología,Chía,1,542500,0,2,2.0,10,3,2021-05-01,1,3.3333333333333335,0,2,3,5,3.3333333333333335,Estándar
2BOBSG8KQL,2021-03-29 15:57:00,2021-03-29 16:15:00,Alimentos y bebidas,Comida rápida,Mosquera,1,638800,58500,2,2.0,16,3,2021-05-01,1,5.333333333333333,0,2,4,5,3.6666666666666665,Estándar
2BOSTW5CPF,2021-03-26 16:47:00,2021-03-26 16:56:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1188000,140000,2,2.0,10,3,2021-05-01,6,3.3333333333333335,0,3,3,5,3.6666666666666665,Estándar
2BQA04GY6U,2021-03-09 15:08:00,2021-03-09 15:22:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,653000,651000,2,2.0,1,1,2021-03-01,0,1.0,2,2,1,3,2.0,Estándar
2C2R3WQ145,2021-03-19 10:26:00,2021-03-19 10:41:00,Comercio detallista,Tecnología,Cali,1,415000,0,2,2.0,6,1,2021-03-01,0,6.0,2,2,2,3,2.3333333333333335,Estándar
2C5P6UUB04,2021-03-17 11:49:00,2021-03-17 12:10:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,13579520,821300,2,2.0,15,3,2021-05-01,3,5.0,0,5,4,5,4.666666666666667,Alto valor
2CP8XUKX7S,2021-03-02 14:59:00,2021-03-02 15:12:00,Transporte,Taxi,Cali,1,1000,0,2,2.0,1,1,2021-03-01,0,1.0,2,1,1,3,1.6666666666666667,Estándar
2CZ7QZSMST,2021-01-28 15:36:00,2021-01-28 15:46:00,Servicios,Otro,Soacha,1,2648070,16000,4,4.0,12,5,2021-05-01,3,2.4,0,4,3,5,4.0,Estándar
2EBD840C3R,2021-03-09 11:42:00,2021-03-09 11:53:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2042000,140000,2,2.0,5,2,2021-04-01,0,2.5,1,3,2,4,3.0,Estándar
2G0SZDP1RI,2021-03-02 15:10:00,2021-03-02 15:20:00,Servicios,Otro,Bogotá  D.C.,1,995620,0,2,2.0,6,3,2021-05-01,1,2.0,0,3,2,5,3.3333333333333335,Estándar
2G2AO0S7TN,2021-02-11 16:45:00,2021-02-11 16:56:00,Servicios,Tecnología y software,Bogotá  D.C.,1,2429000,1322000,3,3.0,4,2,2021-05-01,3,2.0,0,3,2,5,3.3333333333333335,Estándar
2G8DLVF025,2021-03-08 18:10:00,2021-03-08 18:20:00,Comercio detallista,Materiales de construcción,Bogotá  D.C.,1,25961668,497000,2,2.0,41,3,2021-05-01,17,13.666666666666666,0,5,5,5,5.0,Alto valor
2GGDO4D53Y,2021-02-09 11:08:00,2021-02-09 11:18:00,Comercio detallista,Libros / Papelería,Bogotá  D.C.,1,1061600,289500,3,3.0,26,4,2021-05-01,10,6.5,0,3,4,5,4.0,Estándar
2GJSE8GW0R,2021-03-15 15:56:00,2021-03-15 16:11:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,1242000,0,2,2.0,17,3,2021-05-01,3,5.666666666666667,0,3,4,5,4.0,Estándar
2H32Y4FDLN,2021-03-29 16:04:00,2021-03-29 16:16:00,Comercio detallista,Insumos,Bogotá  D.C.,1,835000,0,2,2.0,2,2,2021-04-01,0,1.0,1,2,1,4,2.3333333333333335,Nuevos o bajo desarrollo
2H5BKYLK5H,2021-03-31 14:52:00,2021-03-31 15:06:00,Comercio detallista,Tecnología,Bogotá  D.C.,1,505200,0,2,2.0,8,3,2021-05-01,5,2.6666666666666665,0,2,3,5,3.3333333333333335,Estándar
2H7JHH7PV3,2021-02-04 09:22:00,2021-02-04 13:03:00,Comercio detallista,Ropa / Accesorios,Bogotá  D.C.,1,3011600,582900,3,3.0,45,4,2021-05-01,16,11.25,0,4,5,5,4.666666666666667,Alto valor
2HMWGFFAXX,2021-03-19 10:40:00,2021-03-19 11:01:00,Alimentos y bebidas,Abarrotes / Mercado,Bogotá  D.C.,1,2678200,94400,2,2.0,56,3,2021-05-01,13,18.666666666666668,0,4,5,5,4.666666666666667,Alto valor
2HOJKMUWIY,2021-02-04 11:04:00,2021-02-04 11:33:00,Reparación y limpieza,Automotriz y autopartes,Soacha,1,22278000,470000,3,3.0,33,4,2021-05-01,7,8.25,0,5,5,5,5.0,Alto valor
2HPWAABOWE,2021-03-09 16:37:00,2021-03-09 16:48:00,Comercio detallista,Farmacia,Bogotá  D.C.,1,19500,0,2,2.0,2,1,2021-03-01,0,2.0,2,1,1,3,1.6666666666666667,Estándar
2ITPSDO03V,2021-03-26 14:38:00,2021-03-26 14:49:00,Comercio detallista,Artesanías,Bogotá  D.C.,1,687000,280000,2,2.0,5,1,2021-03-01,0,5.0,2,2,2,3,2.3333333333333335,Estándar
2J7T6X56ZZ,2021-03-25 09:12:00,2021-03-25 11:16:00,Alimentos y bebidas,Abarrotes / Mercado,Carmen de Apicalá,1,4980300,901500,2,2.0,61,2,2021-04-01,0,30.5,1,4,5,4,4.333333333333333,Alto valor
2JB4VFBOY9,2021-03-19 14:54:00,2021-03-19 15:23:00,Comercio detallista,Otro,Bogotá  D.C.,1,1519000,115000,2,2.0,11,3,2021-05-01,5,3.6666666666666665,0,3,3,5,3.6666666666666665,Estándar
2JXAW6I2S0,2021-03-12 12:01:00,2021-03-12 12:09:00,Comercio detallista,Juguetería / Piñatería,Bogotá  D.C.,1,268200,0,2,2.0,9,2,2021-05-01,6,4.5,0,2,3,5,3.3333333333333335,Estándar
